Konsument HSA-id;Konsument beskrivning;Antal anrop;Tjänstekontrakt;Logisk Adressat HSA-id;Logisk Adressat beskrivning;Producent HSA-id;Producent beskrivning
SE2321000016-532S;MVK;39;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-31QZ;VE: SLL - Södermalm Rehab Södra;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;38;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4R5C;VE: Jönköping - Norrahammar FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;37;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4R49;VE: Jönköping - Rosenlund FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;37;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000198-021768;VG: Gävleborg - BMM Bollnäs;SE162321000198-0015 - UB;LG - FlexLab - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;36;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4GBF;VE: Jönköping - Badhuset FTV Huskvarna;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;36;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-7381037594889;VE: Örebro - Tybble VC;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;35;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-49T9;VE: Jönköping - Nässjö VC;SE162321000057-0068 - GATT;LJ - Cosmic - GetAllTimeTypes -  RIVTA20
SE2321000016-532S;MVK;33;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000172-2B4D;VE: Västmanland - Infektionsmottagningen;SE162321000172-0045 - MB;LTV - RTjP - Cosmic - MakeBooking - RIVTA20
SE2321000016-532S;MVK;32;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-7381037590409;VE: Örebro - FTV Haga;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;32;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-7381037595077;VE: Örebro - Baggängens VC;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;31;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-1665;VE: SLL - Essinge VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;31;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4R42;VE: Jönköping - Råslätt FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;30;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE162321000255-O16499;VE: Skåne - BMM Riksens Ständer;SE162321000255-F12706 - GAHF;Skåne - FlexLab - GetAllHealthcareFacilities - RIVTA20
SE2321000016-532S;MVK;30;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-14JB;VE: SLL - Axelbergs VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;30;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4BLN;VE: Jönköping - Hälsans VC 1;SE162321000057-0068 - GBD;LJ - Cosmic - GetBookingDetails - RIVTA20
SE2321000016-532S;MVK;29;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-161H;VE: SLL - Brommaplans VC;SE2321000016-7P35 - TakeCare - CB;SLL - RTjP - TakeCare - CancelBooking - RIVTA20
SE2321000016-532S;MVK;29;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-7381037590263;VE: Örebro - FTV Karlskoga;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;28;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE162321000255-O19461;VE: Skåne - BMM Sankt Hans;SE162321000255-F12706 - GAHF;Skåne - FlexLab - GetAllHealthcareFacilities - RIVTA20
SE2321000016-532S;MVK;28;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4R6L;VE: Jönköping - Sävsjö FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;28;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-7381037590386;VE: Örebro - FTV Sofia;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;27;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4PKX;VE: Jönköping - Kirurgmottagningen Värnamo sjukhus;SE162321000057-0068 - GATT;LJ - Cosmic - GetAllTimeTypes -  RIVTA20
SE2321000016-532S;MVK;27;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE5565189692-101A7;VG: SLL - Endokrint Centrum CStG;SE5565189692-B03 - GATT;SLL - Cosmic - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;26;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE162321000156-3TR0;VE: Värmland - BMM VC Sunne;SE162321000156-4GN9 - FlexLab - CB;LiV - RTjP - FlexLab - CancelBooking - RIVTA20
SE2321000016-532S;MVK;26;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-166L;VE: SLL - Rehab City Norrmalm;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;26;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4BLH;VE: Jönköping - Hälsans VC 2;SE162321000057-0068 - GBD;LJ - Cosmic - GetBookingDetails - RIVTA20
SE2321000016-532S;MVK;26;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-7381037594780;VE: Örebro - Adolfsbergs VC;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;25;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000073-Z7WV;VE: Kalmar - Mammografienheten Oskarshamn;SE162321000073-0046 - Tidbok;Kalmar - Sectra - Alla tidbokstjänster - RIVTA20
SE2321000016-532S;MVK;25;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-7381037590348;VE: Örebro - FTV Nora;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;24;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-14H4;VE: SLL - Skärholmens VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;24;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-14HG;VE: SLL - Liljeholmens Närakut;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;24;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-4K0W;VE: SLL - Huddinge närakut;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;23;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE162321000024-0015890;VE: Uppsala - Venereologmottagningen, Akademiska sjukhuset;SE162321000024-1169 - GATT;LUL - Cosmic - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;23;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-162W;VE: SLL - Västerorts ungdomsmottagning;SE2321000016-7P35 - TakeCare - GATT;SLL - RTjP - TakeCare - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;23;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-7381037590331;VE: Örebro - FTV Fellingsbro;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;22;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-7381037590225;VE: Örebro - FTV Hallsberg;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;22;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-7381037590430;VE: Örebro - FTV Kumla;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;21;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000198-021830;VE: Gävleborg - Blodgivarcentralen Hudiksvall;SE162321000198-001J - ProSang - GBD;LG - RTjP - ProSang - GetBookingDetails - RIVTA21
SE2321000016-532S;MVK;21;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000222-0259518;VE: Västerbotten - Mammografivagn Vindeln;SE162321000222-B0J - CB;VLL - Sectra - CancelBooking - RIVTA20
SE2321000016-532S;MVK;21;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE5565189692-100BL;VG: SLL - Bröstcentrum CStG;SE5565189692-B03 - GATT;SLL - Cosmic - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;20;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-150H;VE: SLL - Täby VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;20;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000032-4237;VE: Sörmland - Ögonmottagningen Mälarsjukhuset;SE162321000032-4L8D - CB;Sörmland - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;20;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000040-4G0L;VE: Östergötland - Lambohovs VC;SE2321000040-AA053 - Cosmic - UB;LiO - RTjP - Cosmic - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;20;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000198-021919;VE: Gävleborg - Blodgivarcentralen Sandviken;SE162321000198-001J - ProSang - GBD;LG - RTjP - ProSang - GetBookingDetails - RIVTA21
SE2321000016-532S;MVK;19;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE162321000156-4H3F;VE: Värmland - BMM Kristinehamn;SE162321000156-4GN9 - FlexLab - CB;LiV - RTjP - FlexLab - CancelBooking - RIVTA20
SE2321000016-532S;MVK;19;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE162321000255-O16560;VE: Skåne - BMM Skurup;SE162321000255-F12706 - GAHF;Skåne - FlexLab - GetAllHealthcareFacilities - RIVTA20
SE2321000016-532S;MVK;19;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE162321000255-O19334;VE: Skåne - BMM Capio Citykliniken Singelgatan;SE162321000255-F12706 - GAHF;Skåne - FlexLab - GetAllHealthcareFacilities - RIVTA20
SE2321000016-532S;MVK;18;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-14GR;VE: SLL - Handens VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;18;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-14HS;VE: SLL - Fisksätra VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;18;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000040-4G03;VE: Östergötland - VC Tannefors;SE2321000040-AA053 - Cosmic - CB;LiO - RTjP - Cosmic - CancelBooking - RIVTA20
SE2321000016-532S;MVK;17;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE162321000156-3QFH;VE: Värmland - BMM VC Skåre;SE162321000156-4GN9 - FlexLab - CB;LiV - RTjP - FlexLab - CancelBooking - RIVTA20
SE2321000016-532S;MVK;17;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-31RS;VE: SLL - Dalen Rehab Södra;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;17;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4BM3;VE: Jönköping - Gränna VC;SE162321000057-0068 - GBD;LJ - Cosmic - GetBookingDetails - RIVTA20
SE2321000016-532S;MVK;17;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4R53;VE: Jönköping - Bankeryd FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;17;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4R7S;VE: Jönköping - Gislaved FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;16;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-14K6;VE: SLL - Saltsjöbadens VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;16;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-5SRP;VG: Jönköping - Wetterhälsan;SE5565594230-B8N - RMCQ;Vårdens Intyg - Webcert - RMCQ - RIVTA20
SE2321000016-532S;MVK;16;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000198-021097;VG: Gävleborg - BMM Edsbyn;SE162321000198-0015 - UB;LG - FlexLab - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;15;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-12BG;VE: SLL - Gynmottagningen, SÖS;SE2321000016-7P35 - TakeCare - CB;SLL - RTjP - TakeCare - CancelBooking - RIVTA20
SE2321000016-532S;MVK;15;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000032-42WC;VE: Sörmland - BMM Nyköpings lasarett;SE162321000032-4L8D - CB;Sörmland - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;15;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000065-7330028000717;VE: Kronoberg - Gynekologiska cellprovsmottagningen;SE162321000065-B09 -  GBD;Kronoberg - Cosmic -  GetBookingDetails - RIVTA20
SE2321000016-532S;MVK;15;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000073-4BR9;VE: Kalmar - Mödrahälsovården familjecentralen Västervik;SE162321000073-0036 - UB;Kalmar - FlexLab - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;15;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-7381037594919;VE: Örebro - Karla VC;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;15;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-7381037595015;VE: Örebro - Kumla VC Fylstamottagningen;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;14;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE162321000156-4B0L;VE: Värmland - BMM Västerstrand;SE162321000156-4GN9 - FlexLab - CB;LiV - RTjP - FlexLab - CancelBooking - RIVTA20
SE2321000016-532S;MVK;14;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE162321000156-4B5J;VE: Värmland - BMM Kronoparken Karlstad;SE162321000156-4GN9 - FlexLab - UB;LiV - RTjP - FlexLab - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;14;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE162321000156-4B6R;VE: Värmland - BMM VC Torsby;SE162321000156-4GN9 - FlexLab - UB;LiV - RTjP - FlexLab - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;14;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE162321000255-O16561;VE: Skåne - BMM Ystad;SE162321000255-F12706 - GAHF;Skåne - FlexLab - GetAllHealthcareFacilities - RIVTA20
SE2321000016-532S;MVK;14;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4BLK;VE: Jönköping - Råslätts VC;SE162321000057-0068 - GBD;LJ - Cosmic - GetBookingDetails - RIVTA20
SE2321000016-532S;MVK;14;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4PMD;VE: Jönköping - Kirurgmottagningen nedre mag-tarm Länssjukhuset Ryhov;SE162321000057-0068 - GBD;LJ - Cosmic - GetBookingDetails - RIVTA20
SE2321000016-532S;MVK;14;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4R7X;VE: Jönköping - Gnosjö FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;14;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4R82;VE: Jönköping - Smålandsstenar FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;14;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000065-7330028000434;VE: Kronoberg - Hudmottagningen Växjö;SE162321000065-B09 - CB;Kronoberg - Cosmic -  CancelBooking - RIVTA20
SE2321000016-532S;MVK;14;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000065-7330028002209;VE: Kronoberg - BMM Ljungby lasarett;SE162321000065-B09 -  GATT;Kronoberg - Cosmic -  GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;14;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-7381037590218;VE: Örebro - FTV Lekeberg;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;13;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE162321000255-O19327;VE: Skåne - Capio Citykliniken Lund;SE162321000255-F12706 - GAHF;Skåne - FlexLab - GetAllHealthcareFacilities - RIVTA20
SE2321000016-532S;MVK;13;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-15DB;VE: SLL - Norrvikens VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;13;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-33LQ;VE: SLL - Farsta Rehab Södra;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;13;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-4NVH;VE: SLL - VC i Skarpnäck;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;13;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4R5H;VE: Jönköping - Tenhult FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;13;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-7381037595176;VE: Örebro - Nora VC;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;12;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-4PTK;VE: SLL - Primärvårdsrehab Bollmora VC;SE2321000016-7P35 - TakeCare - GATT;SLL - RTjP - TakeCare - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;12;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-5G31;VE: SLL - Ultragyn ultraljud Odenplans läkarhus;SE2321000016-7P35 - TakeCare - CB;SLL - RTjP - TakeCare - CancelBooking - RIVTA20
SE2321000016-532S;MVK;12;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000040-5BQ3;VG: Östergötland - Kvinnohälsan Linköping ;SE2321000040-AA053 - Obstetrix - CB;LiO - RTjP - Obstetrix - CancelBooking - RIVTA20
SE2321000016-532S;MVK;12;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-7381037595039;VE: Örebro - Hallsbergs VC;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;12;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-7381037595084;VE: Örebro - Pilgårdens VC;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;12;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000198-021764;VG: Gävleborg - BMM Sandviken;SE162321000198-0015 - UB;LG - FlexLab - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;11;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-153H;VE: SLL - Bergshamra Ulriksdal VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;11;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-1K4H;VE: SLL - SESAM Danderyds Sjukhus AB;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;11;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000040-4J0J;VE: Östergötland - FTV Berga;SE2321000040-AA053 - Effica - GCAR;LiO - RTjP - Effica - GetCancelledAndRebooked - RIVTA20
SE2321000016-532S;MVK;11;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4R7N;VE: Jönköping - Anderstorps FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;11;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000065-7330028002216;VE: Kronoberg - BMM Älmhult;SE162321000065-B09 -  GATT;Kronoberg - Cosmic -  GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;11;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-10G6;VE: ÖLL - Adolfsbergs VC BMM (Flexlab);SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;11;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-7381037590249;VE: Örebro - FTV Hällefors;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;11;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-7381037594896;VE: Örebro - Varberga VC;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;11;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000206-E00065;VE: Västernorrland - Ljus- och sårmottagning;HSASERVICES-10F7 - SysteamCross - GATT;LVN - RTjP - SysteamCross - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;10;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE162321000024-0015861;VE: Uppsala - Vretgränd;SE162321000024-1179 - MB;LUL - T4 - MakeBooking - RIVTA21
SE2321000016-532S;MVK;10;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-1612;VE: SLL - Hässelby VC;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;10;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-2M3T;VE: SLL - Vallentuna primärvårdsrehab;SE2321000016-7P35 - TakeCare - CB;SLL - RTjP - TakeCare - CancelBooking - RIVTA20
SE2321000016-532S;MVK;10;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000016-39T7;VE: SLL - Haninge Rehab;SE2321000016-7P35 - TakeCare - UB;SLL - RTjP - TakeCare - UpdateBooking - RIVTA20
SE2321000016-532S;MVK;10;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000040-4GC9;VG: Östergötland - BMM Norrköping ;SE2321000040-AA053 - Obstetrix - CB;LiO - RTjP - Obstetrix - CancelBooking - RIVTA20
SE2321000016-532S;MVK;10;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4PX2;VE: Jönköping - Ögonmottagningen Länssjukhuset Ryhov;SE162321000057-0068 - GBD;LJ - Cosmic - GetBookingDetails - RIVTA20
SE2321000016-532S;MVK;10;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4R6C;VE: Jönköping - Vetlanda FTV;SE2321000057-64G1 - GATT;LJ - T4 - GetAllTimeTypes - RIVTA20
SE2321000016-532S;MVK;10;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000057-4W3N;VE: Jönköping - Väster VC;SE162321000057-0068 - GATT;LJ - Cosmic - GetAllTimeTypes -  RIVTA20
SE2321000016-532S;MVK;10;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE2321000164-10MF;VE: Örebro - Ögon medicinsk retina;SE162321000164-0090 - CB;ÖLL - RTjP - CancelBooking - RIVTA20
SE2321000016-532S;MVK;9;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE162321000156-3VSZ;VE: Värmland - BMM Gripen Karlstad;SE162321000156-4GN9 - FlexLab - CB;LiV - RTjP - FlexLab - CancelBooking - RIVTA20
SE2321000016-532S;MVK;9;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE162321000156-4G4D;VE: Värmland - BMM VC Säffle;SE162321000156-4GN9 - FlexLab - CB;LiV - RTjP - FlexLab - CancelBooking - RIVTA20
SE2321000016-532S;MVK;9;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE162321000255-O13796;VE: Skåne - BMM Snapphanen;SE162321000255-F12706 - GAHF;Skåne - FlexLab - GetAllHealthcareFacilities - RIVTA20
SE2321000016-532S;MVK;9;urn:riv:crm:scheduling:GetAvailableTimeslots:1:rivtabp21;SE162321000255-O19253;VE: Skåne - BMM City;SE162321000255-F12706 - GAHF;Skåne - FlexLab - GetAllHealthcareFacilities - RIVTA20
