TjÃ¤nstekontrakt	Konsument HSA-id	Konsument beskrivning	Logisk Adressat HSA-id	Logisk Adressat beskrivning	Producent HSA-id	Producent beskrivning	Producent URL
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-52B7	VG: SLL - Aleris VC Järva	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-14DV	VG: SLL - Järna BMM	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-14DV	VG: SLL - Järna BMM	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-59KT	VG: SLL - Vasa Mamma	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-59KT	VG: SLL - Vasa Mamma	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-5G99	VG: SLL - Din Barnmorska Nacka	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-5G99	VG: SLL - Din Barnmorska Nacka	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-5L1N	VG: SLL - Åkermyntans MVC	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-5L1N	VG: SLL - Åkermyntans MVC	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-4TML	VG: Gotland	SE2321000016-5WTZ - RMCQ	SLL - Medcert - RMCQ	https://fk7263.sll.sjunet.org/medcert/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-4TML	VG: Gotland	SE2321000016-5WTZ - RMCA	SLL - Medcert - RMCA	https://fk7263.sll.sjunet.org/medcert/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-3LV7	VE: SLL - Prima Liv Mödravård	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-3LV7	VE: SLL - Prima Liv Mödravård	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-1K52	VE: SLL - Förlossningsavdelningen	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-1K52	VE: SLL - Förlossningsavdelningen	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-1K58	VE: SLL - Danderyds Sjukhus - Kvinnokliniken	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-1K58	VE: SLL - Danderyds Sjukhus - Kvinnokliniken	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-1K54	VE: SLL - Danderyds Sjukhus - Avd 14	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-1K54	VE: SLL - Danderyds Sjukhus - Avd 14	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-1K50	VE: SLL - Danderyds Sjukhus - Avd 16 B	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-1K50	VE: SLL - Danderyds Sjukhus - Avd 16 B	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-1K55	VE: SLL - Danderyds Sjukhus - Avd 16 A	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-1K55	VE: SLL - Danderyds Sjukhus - Avd 16 A	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-2B52	VE: SLL - Danderyds Sjukhus - Avd 17	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-2B52	VE: SLL - Danderyds Sjukhus - Avd 17	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-1K51	VE: SLL - Danderyds Sjukhus - Hotell BB	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-1K51	VE: SLL - Danderyds Sjukhus - Hotell BB	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-34D7	VE: SLL - Danderyds Sjukhus - Avd 21 samvård	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-34D7	VE: SLL - Danderyds Sjukhus - Avd 21 samvård	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-34D5	VE: SLL - Danderyds Sjukhus - Avd 20 samvård	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-34D5	VE: SLL - Danderyds Sjukhus - Avd 20 samvård	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-132R	VE: SLL - Tiohundra AB - Hallstavik	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-132R	VE: SLL - Tiohundra AB - Hallstavik	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-132P	VE: SLL - Tiohundra AB - BMM Norrtälje	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-132P	VE: SLL - Tiohundra AB - BMM Norrtälje	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-132Q	VE: SLL - Tiohundra AB - BMM Rimbo	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-132Q	VE: SLL - Tiohundra AB - BMM Rimbo	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-352V	VE: SLL - Karolinska - Förlossningsavdelningen	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-352V	VE: SLL - Karolinska - Förlossningsavdelningen	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-352X	VE: SLL - Karolinska - C23	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-352X	VE: SLL - Karolinska - C23	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-352W	VE: SLL - Karolinska - C13	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-352W	VE: SLL - Karolinska - C13	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-352Z	VE: SLL - Karolinska - Specialistmödravård 1	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-352Z	VE: SLL - Karolinska - Specialistmödravård 1	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-3XK5	VE: SLL - Karolinska - Återbesöksmottagning	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-3XK5	VE: SLL - Karolinska - Återbesöksmottagning	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-3B0M	VE: SLL - Karolinska - Amningsmottagning	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-3B0M	VE: SLL - Karolinska - Amningsmottagning	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-353Z	VE: SLL - Karolinska - Ultraljudsmottagning	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-353Z	VE: SLL - Karolinska - Ultraljudsmottagning	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-352S	VE: SLL - Karolinska - Sesamenheten	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-352S	VE: SLL - Karolinska - Sesamenheten	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-3530	VE: SLL - Karolinska - Mödravård	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-3530	VE: SLL - Karolinska - Mödravård	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-34CR	VE: SLL - Karolinska - Astrid Lindgren Neonatalavd	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-34CR	VE: SLL - Karolinska - Astrid Lindgren Neonatalavd	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-3534	VE: SLL - Karolinska - Förlossningen	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-3534	VE: SLL - Karolinska - Förlossningen	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-3533	VE: SLL - Karolinska - K 77	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-3533	VE: SLL - Karolinska - K 77	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-37RS	VE: SLL - Karolinska - K 49	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-37RS	VE: SLL - Karolinska - K 49	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-3535	VE: SLL - Karolinska - BB Support	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-3535	VE: SLL - Karolinska - BB Support	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-37WV	VE: SLL - Karolinska - Ultraljud Huddinge	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-37WV	VE: SLL - Karolinska - Ultraljud Huddinge	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-352P	VE: SLL - Karolinska - Fertilitetsmottagning	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-352P	VE: SLL - Karolinska - Fertilitetsmottagning	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateQuestion:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-3536	VE: SLL - Karolinska - Specialistmödravård 2	HSASERVICES-100R - Casebox - RMCQ	Ärendelåda - RMCQ - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertQuestion/1/rivtabp20
urn:riv:insuranceprocess:healthreporting:ReceiveMedicalCertificateAnswer:1:rivtabp20	SE165565594230-B0R	Anslutningsplattformen som konsument	SE2321000016-3536	VE: SLL - Karolinska - Specialistmödravård 2	HSASERVICES-100R - Casebox - RMCA	Ärendelåda - RMCA - RIVTA20	http://ine-pit-intern-vip-casebox:8088/casebox/ws/RecMedCertAnswer/1/rivtabp20
